Subsystems,t0000_1,t0000_2,t0005,t0060,t1440,t2880,Genes
"Tryptophan metabolism",0,0,0,0,0,0,ALDH2,ALDH1B1,ALDH4A1
"Fatty Acid Metabolism",0,0,0,0,0,0,ALDH3A2
"Glycolysis/Gluconeogenesis",0,0,1.723285,1.297078,0,0,ALDH1A1,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Glycolysis/Gluconeogenesis",0,0,0,0,0,0,ALDH2,ALDH1B1
"Glycolysis/Gluconeogenesis",1.712425,0,0,0,1.732256,0,ALDH3A1,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,ALDH1A2
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,0,0,ALPI,ALPL,ALPP,ALPPL2
"Eicosanoid Metabolism",0,0,0,0,0,0,ALOX12
"Eicosanoid Metabolism",0,0,0,0,0,0,ALOX12B
"Eicosanoid Metabolism",0,0,0,0,0,0,ALOX15,ALOX15B
"Eicosanoid Metabolism",0,0,0,0,0,0,ALOX5
"Eicosanoid Metabolism",0,0,0,0,0,0,ALOX5
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,AKR1B1
"Pyruvate Metabolism",0,0,0,0,0,1.720432,AKR1A1,AKR1B1,AKR7A2
"Pyruvate Metabolism",0,0,0,0,0,0,AKR1A1,AKR1B1,AKR7A2
"Tryptophan metabolism",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,
"Bile Acid Biosynthesis",0,0,0,0,0,0,AMACR
"Bile Acid Biosynthesis",0,0,0,0,0,0,AMACR
"Bile Acid Biosynthesis",0,0,0,0,0,0,AMACR
"Bile Acid Biosynthesis",0,0,0,0,0,0,AMACR
"Aminosugar Metabolism ",0,0,0,0,169.5522,0,GNE,NAGK
"Tryptophan metabolism",0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,0.04894891,
"Transport, Endoplasmic Reticular",0.04154125,0,0.04154125,0.04154125,0.05599121,0,
"Transport, Mitochondrial",0.01444996,0.05599121,0.01444996,0.01444996,0,0.05599121,SLC25A26
"Transport, Nuclear",0,0,0,0,0,0,
"Nucleotides",0,0,0,0,0,0,AMPD1,AMPD2,AMPD3
"Glutathione Metabolism",0,0,0,0,0,0,ANPEP
"Glutathione Metabolism",0,0,0,0,0,0,ANPEP
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,0,0,SLC7A9,AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,SLC3A1,SLC3A2
"Starch and Sucrose Metabolism",0,0,0,0,0,0,SLC7A9,AMY1A,AMY1B,AMY1C,AMY2A,AMY2B,SLC3A1,SLC3A2
"Transport, Extracellular",0,0,0,0,0,0,ABCC1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,
"Nucleotides",0,0,0,0,0,0,NUDT2
"beta-Alanine metabolism",0,0,0,0,0,0,ABAT
"Transport, Extracellular",0,0,0,0,0,0,
"Biotin Metabolism",0,0,0,0,491.0176,0,
"Biotin Metabolism",0,0,0,122.123,0,0,
"Biotin Metabolism",0,0,0,0,491.0176,0,
"Biotin Metabolism",0,0,0,122.123,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,0,0,MAOA,MAOB
"Transport, Extracellular",0,0,0,0,0,0,
"Pentose and Glucuronate Interconversions",0,0,0,0,0,0,AKR1A1,AKR1B1,AKR7A2
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Peroxisomal",0,0,0,0,0,-0.03948908,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,
"Arginine and Proline Metabolism",0,0,0,0,0,0,ADC
"Transport, Extracellular",-100,-100,-100,-100,-100,0.05,SLC3A2,SLC7A6
"Urea cycle/amino group metabolism",0,0.04894891,0,0,0.04894891,0,ARG1
"Urea cycle/amino group metabolism",0.04894891,0,0.04894891,0.04894891,0,0.04894891,ARG2
"Alanine and Aspartate Metabolism",0,0,0,0,0,0,ASL
"Alanine and Aspartate Metabolism",0,0,0,0,0,0,ASS1
"Transport, Extracellular",100,100,100,0.05,100,-100,SLC6A14
"Transport, Extracellular",0.05,0.05,0.05,100,0.05,100,SLC38A4,SLC7A1,SLC7A2,SLC7A3
"Transport, Mitochondrial",0.04894891,0,0.04894891,0.04894891,0,0.04894891,SLC25A15,SLC25A2
"Sphingolipid Metabolism",0,0,0,0,0,0,ARSA
"R Group Synthesis",0.004376714,0.004376714,0.004376714,0.004376714,0.004376714,0.004376714,
"R Group Synthesis",0.001428668,0.001428668,0.001428668,2.156636,0.001428668,0.001428668,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0.007449485,0,0,
"R Group Synthesis",2.788118,0.007449485,2.764132,0,0,0,
"R Group Synthesis",0.02548296,0,0.2641744,0,0.008513697,0.0765822,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0.236992,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0.02548296,0,0.02718236,0,0.008513697,0.0765822,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",0.2212549,2.456602,0,6.125203,6.077294,0.1368349,
"R Group Synthesis",2.941592,2.345304,3.173733,6.013905,5.975574,0.171252,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",-0.1115132,-0.1115132,-0.1115132,-0.1115132,-0.1115132,-0.1115132,
"R Group Synthesis",0,0,0,0,0,0,
"R Group Synthesis",-0.03118125,-0.03118125,-0.03118125,-0.03118125,-0.03118125,-0.03118125,
"R Group Synthesis",0,0,0,0,0,0,
"Sphingolipid Metabolism",0,0,0,0,0,0,ASAH1
"Ascorbate and Aldarate Metabolism",0,0,0,0,0.0006972629,0,
"Transport, Extracellular",-100,100,-100,-100,-100,-100,
"Transport, Extracellular",100,-100,100,100,100,100,SLC23A2,SLC23A1
"Transport, Extracellular",100,0.001846245,1.818989e-12,100,0.002691383,100,SLC1A5
"Transport, Extracellular",100,0.05409261,100,100,1.818989e-12,100,SLC1A5
"Transport, Extracellular",100,100,100,0.002543323,100,100,SLC1A5
"Alanine and Aspartate Metabolism",0.03628025,0.03628025,0.03628025,0.03628025,0.03628025,0.03628025,ASRGL1
"Alanine and Aspartate Metabolism",0,0,0,0,0,0,ASNS
"Transport, Extracellular",0.006148386,100,100,0.002543323,100,0.002365377,SLC1A5
"Transport, Extracellular",0.75,0.004555857,100,0.002543323,0.002094801,-0.05,SLC1A5
"Transport, Extracellular",-100,100,-100,-100,-100,100,SLC6A14,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",100,-100,100,100,100,-100,SLC38A3,SLC38A5
"Transport, Mitochondrial",0.03628025,0.03628025,0.03628025,0.03628025,0.03628025,0.03628025,
"beta-Alanine metabolism",0,0,0,0,0,0,GAD1
"Pyrimidine Biosynthesis",0.02106719,0.02106719,0.02106719,0.02106719,0.02106719,0.02106719,CAD
"Transport, Extracellular",0,0,0,0,0,0,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Mitochondrial",-316.8423,-999.036,-996.631,-998.5416,-995.4695,-999.3083,SLC25A13,SLC25A12
"Alanine and Aspartate Metabolism",0,0,0,0,0,0,
"Alanine and Aspartate Metabolism",-317.6305,-999.8242,-997.4032,-999.3298,-996.1611,-1000,GOT1
"Alanine and Aspartate Metabolism",316.8785,999.0723,996.6513,998.5779,995.4092,999.2481,GOT2
"Transport, Extracellular",0.05,0.05,0.05,0.05,0.05,0.05,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Nucleotides",0,0,0,0,0,0,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5
"Nucleotides",0,0,0,0,0,0,ENTPD1,ENTPD2,ENTPD6,ENTPD3,ENTPD5
"Oxidative Phosphorylation",0,0,0,248.2304,334.1697,399.3211,ATP5H,ATP5L,NSF,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5E,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5I,ATP5J,ATP5J2
"Transport, Lysosomal",0,0,0,0,0,0,TCIRG1,ATP6V1G3,ATP6V0A2,ATP6V0D2,ATP6V1C2,ATP6V0A4,ATP6V1D,ATP6V1H,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V0C,ATP6V1C1,ATP6V1E1,ATP6V0B,ATP6V1G2,ATP6V0A1,ATP6V0E1,ATP6V1E2,ATP6V0D1,ATP6V1F,ATP6V1G1
"Transport, Mitochondrial",1000,1000,358.2932,1000,1000,1000,SLC25A4,SLC25A5,SLC25A6
"Transport, Nuclear",0,4.816179,0,2.215529,499.9979,0,
"Transport, Peroxisomal",0.3028777,0.3028777,0.3028777,0.3028777,0.3028777,0.3028777,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"N-Glycan Degradation",0,0,0,0,0,0,MAN2C1
"N-Glycan Degradation",0,0,0,0,0,0,MAN2B1
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALNT1
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALT4
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALT4
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALT4
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALT4
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GALT5
"Blood Group Biosynthesis",0,0,0,0,0,0,
"Blood Group Biosynthesis",0,0,0,0,0,0,
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT2
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Sphingolipid Metabolism",0,0,0,0,0,0,B3GNT3
"Blood Group Biosynthesis",0,0,0,0,0,0,B3GNT5
"Bile Acid Biosynthesis",0,0,0,0,0,0,BAAT
"Bile Acid Biosynthesis",0,0,0,0,0,0,BAAT
"Bile Acid Biosynthesis",0,0,0,0,0,0,BAAT
"Bile Acid Biosynthesis",0,0,0,0,0,0,BAAT
"Bile Acid Biosynthesis",0,0,0,0,0,0,BAAT
"Biotin Metabolism",0,0,0,0,491.0176,0,HLCS
"Biotin Metabolism",0,0,0,122.123,0,0,HLCS
"Transport, Extracellular",0,0,0,0,0,0,SLC32A1
"Transport, Mitochondrial",0,0,0,0,0,0,
"beta-Alanine metabolism",0,0,0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"beta-Alanine metabolism",0,0,0,0,0,0,ALDH2,ALDH1B1,ALDH4A1
"Lysine Metabolism",0,0,0,0,0,0,BBOX1
"Vitamin A Metabolism",0,0,0,0,0,0,BCMO1
"Stilbene, coumarine and lignin biosynthesis",0,0,0,0,0,0,GBA3
"Butanoate Metabolism",0,0,0,0,0,0,BDH1
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG1
"N-Glycan Biosynthesis",0,0,0,0,0,0,ALG1
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,ALDH9A1
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,BHMT2,BHMT
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLCO1B1
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,ABCC1
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLCO1B1,SLCO1B3
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,ABCC1
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Heme Degradation",0,0,0,0,0,0,BLVRA,BLVRB
"Transport, Extracellular",0,0,0,0,0,0,SLCO1B1
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,491.0176,0,
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGB
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,0,0,PIGB
"Nucleotides",0,0,0,0,0,0,BPNT1
"Nucleotides",0,0,0,0,0,0,BPNT1
"Biotin Metabolism",0,0,0,0,0,0,BTD
"Biotin Metabolism",0,0,0,0,491.0176,0,BTD
"Biotin Metabolism",0,0,0,0,0,0,BTD
"Biotin Metabolism",0,0,0,122.123,0,0,BTD
"Biotin Metabolism",0,0,0,0,491.0176,0,HLCS
"Biotin Metabolism",0,0,0,122.123,0,0,HLCS
"Transport, Extracellular",100,100,100,100,100,100,SLC16A1
"Transport, Mitochondrial",0,0,0,0,0,0,SLC16A1
"Transport, Extracellular",-100,0,-100,0,0,0,SLC5A6
"Transport, Extracellular",0,-100,0,-100,-100,-100,SLC19A3
"Transport, Nuclear",0,0,0,0,-491.0176,0,
"Pyrimidine Catabolism",0,0,0,0,0,0,UPB1
"Transport, Mitochondrial",0,0,0,0,0,0,SLC16A1
"Transport, Extracellular",0,0,0,0,0,0,SLC16A1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"N-Glycan Degradation",0,0,0,0,0,0,MANBA
"Fatty Acid Metabolism",0,0,0,0,0,0,
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,TM7SF2
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,
"Limonene and pinene degradation",0,0,0,0,0,0,HADHA,HADHB,AUH
"Limonene and pinene degradation",0,0,0,0,0,0,ECH1,EHHADH
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0,0.01682654,0,NSDHL
"Cholesterol Metabolism",0,0,0,0.01682654,0,0.01682654,NSDHL
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,HSD17B4
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,SC4MOL
"Cholesterol Metabolism",0.01682654,0.01682654,0.01682654,0,0.01682654,0,NSDHL
"Cholesterol Metabolism",0,0,0,0.01682654,0,0.01682654,NSDHL,SC4MOL
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,ATP2B1,ATP2B2,ATP2B3,ATP2B4
"Transport, Extracellular",0,0,0,0,0,0,ABCC5,ABCC4
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Glycolysis/Gluconeogenesis",0,0,0,0,0,0,CAT
"ROS Detoxification",0,0,0,0,0,0,CAT
"Miscellaneous",0,0,0.0003495624,0,3.042193,0.1279451,CAT
"Transport, Extracellular",100,0,0,100,100,0,SLC8A2,SLC8A1,SLC8A3
"Vitamin B12 Metabolism",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,MMAA
"Vitamin B12 Metabolism",0,0,0,0,0,0,MMAA
"Glycolysis/Gluconeogenesis",0,0,0,0,0,0,G6PC,G6PC2,G6PC3
"Pyrimidine Biosynthesis",0.02106719,0.02106719,0.02106719,0.02106719,0.02106719,0.02106719,CAD
"Glutamate metabolism",0,0,0,0,0,0,CPS1
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Eicosanoid Metabolism",0,0,0,0,0,0,CBR1
"Eicosanoid Metabolism",0,0,0,0,0,0,CBR1
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0.003514978,0.003514978,0.003514978,0.003514978,0.003514978,0.003514978,CDIPT
"Transport, Mitochondrial",-0.004816653,-0.004816653,-0.004816653,-0.004816653,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,0.004816653,0.004816653,CDS1
"Glycerophospholipid Metabolism",0.004816653,0.004816653,0.004816653,0.004816653,0,0,CDS2
"Glycerophospholipid Metabolism",0.05794951,0,0,0,0,0.05313286,CEPT1,CHPT1
"Glycerophospholipid Metabolism",0,0.05794951,0.05794951,0.05794951,0.05313286,0,CEPT1
"Sphingolipid Metabolism",0,0,0,0,0,0,CERK
"Transport, Golgi Apparatus",0,0,0,0,0,0,COL4A3BP
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,COL4A3BP
"Transport, Golgi Apparatus",0,0,0,0,0,0,COL4A3BP
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,COL4A3BP
"Transport, Extracellular",0,0,0,0,0,0,SLC15A2
"Transport, Extracellular",0,0,0,0,0,0,ABCC5,ABCC4
"Bile Acid Biosynthesis",0,0,0,0,0,0,CH25H
"Glycerophospholipid Metabolism",0,0,0,0,0,0,CHAT
"Glycerophospholipid Metabolism",0,0,0,0,0,0,CHAT
"Glycerophospholipid Metabolism",0,0,0,0,0,0,PHOSPHO1
"Glycerophospholipid Metabolism",0.05794951,0,0,0,0,0.05313286,PCYT1A,PCYT1B
"Transport, Mitochondrial",-0.004816653,-0.004816653,-0.004816653,-0.004816653,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLCO1B1,SLCO1A2
"Transport, Extracellular",100,0,0,0,100,0,SLC10A1,SLC10A2
"Transport, Extracellular",0,-100,-100,-100,0,-100,ABCB11,ABCC3
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,0,0,CHDH
"Glycerophospholipid Metabolism",0.05794951,0,0,0,0,0.05313286,CHKA,CHKB
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Extracellular",100,-99.995,-99.995,100,100,100,SLC5A7
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",-99.995,100,100,-99.995,-99.995,-99.995,SLC22A2,SLC22A5
"Steroid Metabolism",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,ABCA1
"Transport, Mitochondrial",0,0,0,0,0,0,STARD3
"Transport, Mitochondrial",0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,0.01682654,
"Transport, Mitochondrial",-0.01682654,-0.01682654,-0.01682654,-0.01682654,-0.01682654,-0.01682654,
"Transport, Golgi Apparatus",0,0,0,0,0,0,ABCA1
"Aminosugar Metabolism ",0,0,0,0,0,0,CHIT1,MANSC1
"Aminosugar Metabolism ",0,0,0,0,0,0,CHIA
"Citric Acid Cycle",0,0,0,0,0,0,CLYBL
"C5-Branched dibasic acid metabolism",0,0,0,0,0,0,
"C5-Branched dibasic acid metabolism",0,0,0,0,0,0,
"Transport, Mitochondrial",-1000,-1000,-1000,-1000,-1000,-1000,SLC25A15,SLC25A2
"Transport, Extracellular",100,-100,100,-100,100,100,SLC13A2
"Transport, Extracellular",-100,100,-100,100,-100,-100,SLC13A5
"Transport, Mitochondrial",-682.5392,-0.1967626,-0.2530198,-4.867991,-331.587,-2.355942,SLC25A1
"Transport, Mitochondrial",0.006624968,0.007822248,0.005994136,0.00609896,331.2785,0.01103223,SLC25A1
"Urea cycle/amino group metabolism",1000,1000,1000,1000,10.65436,398.1708,CKMT1B,CKMT2
"Urea cycle/amino group metabolism",-1000,-1000,-1000,-1000,-10.65436,-398.1708,CKB,CKM
"Transport, Extracellular",50,50,50,50,50,51.02587,SLC26A4
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,SLC26A6
"Transport, Extracellular",-100,24.95,-100,-100,-100,-11.23268,SLC26A6
"Transport, Extracellular",100,100,100,100,100,100,SLC26A9,SLC26A7,SLC26A8,SLC26A3,SLC26A2,SLC26A4
"Transport, Extracellular",-100,0,0,-100,-100,-100,SLC26A4
"Transport, Extracellular",-50.02413,-100,100,100,100,-100,SLC26A6
"Transport, Extracellular",100,0,-0.02413259,100,50.09653,100,SLC26A6
"Transport, Peroxisomal",0,0,0,0,0,0,
"Carnitine shuttle",0,0,0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,0.0006508378,CRLS1
"Transport, Golgi Apparatus",0,0,0,0,0,0,SLC35A1
"Transport, Nuclear",0,0,0,0,0,0,
"Aminosugar Metabolism ",0,0,0,0,0,0,CMAS
"Aminosugar Metabolism ",0,0,0,0,0,0,CMAS
"Transport, Extracellular",-4.672589,-3.896145,-4.672589,-4.672589,-4.672589,-2.620858,
"Transport, Endoplasmic Reticular",-0.03365308,-0.03365308,-0.03365308,-0.03365308,-0.03365308,-0.03365308,
"Transport, Golgi Apparatus",0,0,0,0,0,0,
"Transport, Mitochondrial",682.7783,-1.514531,0.4639582,0.07312767,-1.252917,0.181749,
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Peroxisomal",-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,
"Transport, Lysosomal",0,0,0,0,0,0,
"Transport, Mitochondrial",0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,0.1009592,SLC25A16
"Transport, Nuclear",0,0,0,0,0,0,
"Transport, Peroxisomal",-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,-0.1009592,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Alkaloid biosynthesis II",0,0,0,0,0,0,CES2
"Ubiquinone Biosynthesis",0,0,0,0,0,0,COQ3
"Ubiquinone Biosynthesis",0,0,0,0,0,0,
"Ubiquinone Biosynthesis",0,0,0,0,0,0,COQ6
"Ubiquinone Biosynthesis",0,0,0,0,0,0,COQ7
"O-Glycan Biosynthesis",0,0,0,0,0,0,GCNT1,GCNT4,GCNT3
"O-Glycan Biosynthesis",0,0,0,0,0,0,B3GNT6
"O-Glycan Biosynthesis",0,0,0,0,0,0,GCNT3
"O-Glycan Biosynthesis",0,0,0,0,0,0,
"O-Glycan Biosynthesis",0,0,0,0,0,0,GCNT1
"O-Glycan Biosynthesis",0,0,0,0,0,0,
"O-Glycan Biosynthesis",0,0,0,0,0,0,
"Ubiquinone Biosynthesis",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Extracellular",0,0,0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,0,0,PCYT1A,PCYT1B
"Heme Biosynthesis",0,0,0,0,0,0,CPOX
"Transport, Extracellular",0,0,0,0,0,0,SLC6A8,
"Urea cycle/amino group metabolism",1000,1000,1000,1000,10.65436,398.1708,
"Transport, Extracellular",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0,
"Transport, Peroxisomal",0,0,0,0,0,0.03948908,
"Transport, Extracellular",100,100,-100,-100,-92.69482,100,SLC22A5
"Transport, Extracellular",100,-100,-100,-100,-100,100,SLC22A4
"Transport, Mitochondrial",0,0,0,0,0,0,SLC25A20
"Transport, Extracellular",100,-100,-100,-100,-100,100,SLC22A4
"Transport, Extracellular",-100,-100,100,100,92.69482,-100,SLC22A5
"Transport, Peroxisomal",0,0,0,0,0,0,
"Urea cycle/amino group metabolism",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,-100,-100,
"Chondroitin sulfate degradation",0,0,0,0,0,0,
