Subsystems,t0005,t0060,t1440,t2880,Genes
"Chondroitin / heparan sulfate biosynthesis",0,0,0,0,EXT1,EXT2,EXTL1,EXTL3
"N-Glycan Biosynthesis",0,0,0,0,
"N-Glycan Biosynthesis",0,0,0,0,
"Transport, Endoplasmic Reticular",0.001,0.005502557,0,0.001,
"Transport, Lysosomal",-0.001,-0.004,0,-0.001,SLC17A5
"Transport, Extracellular",-100,-95,-100,-100,SLC2A6,SLC2A14,SLC2A12,SLC2A7,SLC2A8,SLC2A9,SLC2A1,SLC2A2,SLC2A3,SLC2A4,SLC2A11,SLC2A10
"Transport, Extracellular",-100,100,-95,-95,SLC5A1
"Transport, Extracellular",-95,-100,-100,-100,SLC5A2
"Transport, Extracellular",100,-100,100,100,SLC5A10,SLC5A12,SLC5A9,SLC5A2,SLC5A3
"Transport, Extracellular",100,100,100,100,SLC5A1
"Transport, Endoplasmic Reticular",-100,-100,-100,-100,
"Transport, Golgi Apparatus",0,0,0,0,SLC2A1
"Transport, Lysosomal",0,0,0,0,
"Starch and Sucrose Metabolism",0,0,0,0,AGL
"Starch and Sucrose Metabolism",0.2998296,0.3001032,0.301471,0.3010606,GYG1,GYS1,GYS2,GYG2
"Transport, Extracellular",-100,-69.99941,0.001,0.001,SLC1A5
"Transport, Extracellular",-100,-100,0.001,0.001,SLC1A5
"Transport, Extracellular",-100,-100,0.001,0.001,SLC1A5
"Ascorbate and Aldarate Metabolism",-1000,-1000,-1000,-1000,
"Glutamate metabolism",0.1560469,0.1549529,0.1484832,0.1516242,GLUL,LGSN
"Transport, Extracellular",-100,-100,-0.001,-0.001,SLC1A5
"Transport, Extracellular",-100,-100,0.001,0.001,SLC1A5
"Transport, Extracellular",100,-100,-100,0.75,SLC6A14,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",-100,-100,-100,-100,SLC38A3,SLC38A5
"Transport, Mitochondrial",0.3595376,0.3591749,0.3513617,0.3559056,
"Starch and Sucrose Metabolism",0,0,0,0,PYGB,PYGL,PYGM
"Starch and Sucrose Metabolism",0,0,0,0,PYGB,PYGL,PYGM
"Ascorbate and Aldarate Metabolism",-1000,-1000,-1000,-1000,
"Urea cycle/amino group metabolism",0,0,0,0,ALDH18A1
"Glutathione Metabolism",0,0,0.001,0.001,GCLC,GCLM
"Glutamate metabolism",0,0,0,0,GAD1,GAD2
"Glutamate metabolism",-1000,-1000,-1000,-1000,GLUD1,GLUD2
"Glutamate metabolism",999.6041,999.6045,999.6124,999.6078,GLUD1,GLUD2
"Glutamate metabolism",0.3595376,0.3591749,0.3513617,0.3559056,GLS2,GLS
"IMP Biosynthesis",0.02236323,0.02238363,0.02248566,0.02245505,PPAT
"Tryptophan metabolism",0.08850616,0.08849567,0.08844323,0.08845896,GCDH
"Transport, Extracellular",-100,-100,-100,-100,SLC17A8,SLC17A7,SLC17A6
"Transport, Mitochondrial",-0.9338454,-0.812895,-1.01179,-1.020002,SLC25A13,SLC25A22,SLC25A18,SLC25A12
"Transport, Extracellular",-0.05,0.05,-100,0.05,SLC1A1,SLC1A2,SLC1A3,SLC1A6,SLC1A7
"Transport, Lysosomal",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,LDHAL6A,LDHD,LDHA,LDHB,LDHC,UEVLD,LDHAL6B
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,HAO2,HAO1
"Transport, Mitochondrial",0,0,0,0,
"Transport, Peroxisomal",4.547474e-13,4.547474e-13,4.547474e-13,0,
"Urea cycle/amino group metabolism",0,0,0,0,GATM
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,GCAT
"Transport, Extracellular",0,0,0,0,SLC6A12
"Transport, Mitochondrial",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,GRHPR
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,
"Transport, Peroxisomal",0,0,0.1193928,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0.1193928,0,HAO2,HAO1
"Transport, Extracellular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Mitochondrial",0,0,0,0,
"Glycerophospholipid Metabolism",0,0,0,0,GK,GK2,GK3P
"Glycerophospholipid Metabolism",0,0,0,0,GK,GK2,GK3P
"Pyruvate Metabolism",0,0,0,0,HAGH,HAGHL
"Pyruvate Metabolism",0,0,0,0,HAGH
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,SLC32A1
"Transport, Extracellular",-100,-100,-100,100,SLC36A1
"Transport, Lysosomal",0,0,0,0,SLC36A1
"Transport, Extracellular",100,-100,-100,-100,SLC6A14,SLC38A2,SLC38A4,SLC38A1
"Transport, Extracellular",-99.95,100,0.051,-100,SLC6A9
"Transport, Extracellular",-100,-100,100,-100,SLC6A5
"Transport, Mitochondrial",0.016,0.016,0,0.008,
"Transport, Peroxisomal",0.001,0,-0.1193928,0,
"Fructose and Mannose Metabolism",0,0,0,0,GMDS
"Nucleotides",0,0,0,0,GMPR,GMPR2
"Nucleotides",0.01354869,0.01356105,0.01362286,0.01360432,GMPS
"Transport, Nuclear",-0.0619293,0,0,0,
"Pentose Phosphate Pathway",2.243259,2.905426,0,0,PGD
"Pentose Phosphate Pathway",0,0,0,0,
"Glycine, Serine, and Threonine Metabolism",0,0,0,0,GNMT
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Triacylglycerol Synthesis",0.112276,0.1123785,0.1128907,0.112737,GPAM
"Triacylglycerol Synthesis",0,0,0,0,GPAM
"Glycerophospholipid Metabolism",0,0,0,0,
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGW
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PGAP1
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PGAP1
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGX,PIGM
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGX,PIGM
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Cholesterol Metabolism",0,0,0,0,GGPS1
"Cholesterol Metabolism",0.03745467,0.03348519,0.03363782,0.03359203,FDPS
"Nucleotides",0,0,0,0,
"Transport, Extracellular",0,0,100,0,SLC29A1,SLC29A2
"Transport, Extracellular",-100,100,-100,-100,SLC28A3,SLC28A2
"Transport, Extracellular",100,-100,0,100,SLC28A3
"Transport, Lysosomal",0,0,0,0,SLC29A3
"Transport, Mitochondrial",0,0,0,0,SLC29A1
"Transport, Extracellular",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,
"Ascorbate and Aldarate Metabolism",0,0,0.01229508,0.0001101449,
"Glutamate metabolism",0,0,0,0,GSR
"Glutamate metabolism",0.03196465,0,0,0,GSR
"Glutathione Metabolism",0,0,-0.01229508,-0.0001101449,GPX1,GPX2,GPX4,PRDX1,PRDX2
"Glutathione Metabolism",0,0,0,0,GPX6,GPX3
"Glutathione Metabolism",0.03196465,0,0,0,PRDX3,GPX4
"Glutathione Metabolism",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Glutathione Metabolism",0,0,0.001,0.001,GSS
"Glutathione Metabolism",0,0,0.001,0.001,GGT1,GGT3P
"Tetrahydrobiopterin",0,0,0,0,GCH1
"Tetrahydrobiopterin",0,0,0,0,GCH1
"Transport, Nuclear",0,0,0,0,
"Nucleotides",0.0619293,0,0,0,GUCY1B2,GUCY1A2,GUCY1A3,GUCY1B3,GUCY2C,GUCY2F,GUCY2D,NPR1,NPR2
"Purine Catabolism",0,0,0,0,GDA
"Salvage Pathway",0,0,0,0,HPRT1
"Transport, Extracellular",0,0,0,0,SLC29A2
"Transport, Endoplasmic Reticular",1000,1000,1000,1000,
"Pentose and Glucuronate Interconversions",0.001,0.005502557,0,0.001,
"Pentose and Glucuronate Interconversions",-999.999,-999.9945,-1000,-999.999,
"Transport, Endoplasmic Reticular",0.001,0.005502557,0,0.001,
"Pentose and Glucuronate Interconversions",0,0,0,0,
"Histidine Metabolism",0.01764997,0.01762045,0.01747287,0.01751714,FTCD
"Miscellaneous",1.948261,1.949958,1.95744,1.954895,CA14,CA13,CA1,CA2,CA3,CA4,CA7,CA9,CA12
"Miscellaneous",-1.948261,-1.949958,-1.95744,-1.954895,
"Miscellaneous",999.5454,999.5088,-1000,996.949,
"Miscellaneous",-999.5454,-999.5088,1000,-996.949,CA5B,CA5A
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGN
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGV
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGV
"Tyrosine metabolism",0,0,0,0,DUOX2,DUOX1
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Mitochondrial",0.03196465,-0.0005975489,0,0.3590026,
"Transport, Nuclear",-0.03096465,0,0,0,
"Transport, Peroxisomal",-0.001,0.0005975489,0.03888523,-0.3576722,
"Transport, Extracellular",91.74216,-100,92.9726,-100,SLC5A1
"Transport, Endoplasmic Reticular",-0.2090007,-0.1841686,-0.184008,-0.1837562,
"Transport, Golgi Apparatus",0,0,0,0,
"Transport, Lysosomal",0.002,0.008,0,0.002,
"Transport, Mitochondrial",-766.5488,1.462862,1000,1000,AQP8
"Transport, Nuclear",-995.1982,0,-4.711652,0,
"Transport, Peroxisomal",-0.006,-6.255654,-0.1592781,0,
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGN
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGB
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGB
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGO
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGN
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGV
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGV
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGO
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGG
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGN
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGF,PIGG
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGN
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGK,PIGU,PIGT,GPAA1,PIGS
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGZ
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",0,0,0,0,PIGK,PIGU,PIGT,GPAA1,PIGS
"Tryptophan metabolism",-0.08850616,-0.08849567,-0.08844323,-0.08845896,HSD17B10,HADHA,HADHB,HADH
"Tryptophan metabolism",0,0,0,0,EHHADH,HSD17B4
"Valine, Leucine, and Isoleucine Metabolism",0.04581817,0.04581435,0.04579527,0.045801,HSD17B10
"Hyaluronan Metabolism",0.0005,0.002,0,0.0005,HAS1,HAS2,HAS3
"Hyaluronan Metabolism",0.0005,0.002,0,0.0005,HAS1,HAS2,HAS3
"Transport, Lysosomal",0.0005,0.002,0,0.0005,
"Ubiquinone Biosynthesis",0,0,0,0,COQ2
"Urea cycle/amino group metabolism",1000,1000,-999.1697,1000,
"Transport, Extracellular",-100,-100,-100,-100,SLC4A3,SLC4A1,SLC4A2,SLC4A9
"Transport, Extracellular",100,100,-100,-100,SLC4A7
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",-100,-100,-100,-100,
"Transport, Extracellular",0,0,0,0,
"Transport, Peroxisomal",-0.001,-6.255056,-0.001,-0.3576722,
"Transport, Extracellular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Glycolysis/Gluconeogenesis",5,5,5.001,5.001,GCK,HK1,HK2,HK3,HKDC1
"Aminosugar Metabolism ",0,0,0,0,GCK,HK1,HK2,HK3,HKDC1
"Fructose and Mannose Metabolism",0,0,0,0,GCK,HK1,HK2,HK3,HKDC1
"Fructose and Mannose Metabolism",0,0,0,0,GCK,HK1,HK2,HK3,HKDC1
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Tyrosine metabolism",0.08955105,0.08954152,0.08949385,0.08950815,HGD
"Valine, Leucine, and Isoleucine Metabolism",0.03636114,0.03634869,0.03628647,0.03630514,HIBADH
"Histidine Metabolism",0.01764997,0.01762045,0.01747287,0.01751714,HAL
"Histidine Metabolism",0,0,0,0,DDC,HDC
"Histidine Metabolism",0,0,0,0,ABP1,AOC2
"Transport, Extracellular",-33.33333,-33.33333,-33.33333,-33.33333,SLC18A1,SLC18A2
"Transport, Extracellular",-100,-100,-100,-100,SLC22A3,SLC22A2
"Transport, Extracellular",0.05,0.05,-10.01207,-100,SLC6A14,SLC38A2
"Transport, Extracellular",-100,-100,-89.93793,0.05,SLC38A3
"Transport, Extracellular",100,100,100,100,SLC38A4
"Tryptophan metabolism",0.04895511,0.04895415,0.04894938,0.04895081,KYNU
"Transport, Extracellular",-100,-74.87586,-100,-100,ATP4A,ATP4B
"Heme Biosynthesis",0.002,0.002,0,0.001,HMBS
"Cholesterol Metabolism",0,0,0,0,HMGCR
"Cholesterol Metabolism",0.112364,0.1004556,0.1009134,0.1007761,HMGCR
"Cholesterol Metabolism",0.07487569,0,0.001,0.001,HMGCS1
"Cholesterol Metabolism",0,0.06297868,0.06249363,0.06233914,HMGCS2
"Transport, Mitochondrial",-0.03748831,-0.1004556,-0.09991345,-0.09977609,
"Transport, Peroxisomal",0.112364,0.1004556,0.1009134,0.1007761,
"Cholesterol Metabolism",0,0,0,0,HMGCL,HMGCLL1
"Cholesterol Metabolism",0,0,0,0,HMGCL
"Transport, Extracellular",0,0,0,0,SLC7A1,SLC7A2,SLC7A3
"Heme Degradation",0,0,0,0,HMOX1,HMOX2
"Transport, Extracellular",0,0,0,0,
"Fatty Acid Metabolism",0,0,0,0,HYALP1
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Arginine and Proline Metabolism",0,0,0,0,ALDH4A1
"Glyoxylate and Dicarboxylate Metabolism",0,0,0.1193928,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,LDHAL6A,LDHD,LDHA,LDHB,LDHC,LDHAL6B
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,GRHPR
"Transport, Peroxisomal",0,0,-0.1193928,0,
"Transport, Nuclear",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,SGSH
"Heparan sulfate degradation",0,0,0,0,SGSH
"Heparan sulfate degradation",0,0,0,0,SGSH
"Heparan sulfate degradation",0,0,0,0,SGSH
"Heparan sulfate degradation",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Steroid Metabolism",-0.2100007,1000,1000,1000,HSD11B1
"Steroid Metabolism",0.2100007,-1000,-1000,-1000,HSD11B2
"Steroid Metabolism",-999.8107,-999.8271,-999.8318,-1000,HSD17B1,HSD17B8
"Steroid Metabolism",0,0,0,0,HSD17B2
"Steroid Metabolism",0,0,0,0,HSD17B3
"Bile Acid Biosynthesis",0.001,0,0,0,HSD17B4
"Bile Acid Biosynthesis",0.001,0,0,0,HSD17B4
"Steroid Metabolism",0,0,0,1000,HSD17B7
"Steroid Metabolism",999.8107,999.8271,999.8318,0,HSD17B2
"Steroid Metabolism",0,0,0,0,HSD17B7
"Steroid Metabolism",-1000,1000,1000,1000,AKR1C4
"Steroid Metabolism",1000,-1000,-1000,-1000,AKR1C4
"Steroid Metabolism",0,0,0,0,HSD3B1
"Steroid Metabolism",0,0,0,0,HSD3B2
"Steroid Metabolism",0,0,0,0,HSD3B2
"Steroid Metabolism",0,0,0,0,HSD3B1
"Steroid Metabolism",0,0,0,0,HSD3B2
"Steroid Metabolism",0,0,0,0,HSD3B2
"Steroid Metabolism",0,0,0,0,HSD3B2
"Bile Acid Biosynthesis",0.002,0,0,0,HSD3B7
"Bile Acid Biosynthesis",0,0,0,0,HSD3B7
"Heparan sulfate degradation",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,SLC29A3
"Transport, Peroxisomal",0,0,0,0,
"Salvage Pathway",0,0,0,0,HPRT1
"Vitamin B6 Metabolism",0.001,0,0.001,0.001,PDXP
"Taurine and hypotaurine metabolism",0.0005,0,0,0,
"Transport, Extracellular",0,0,0,0,SLC29A2
"Transport, Mitochondrial",0,0,0,0,UCP1,UCP2,UCP3,SLC25A14,SLC25A27
"Transport, Endoplasmic Reticular",-0.07430001,-0.0167426,-0.06033452,0.1501641,
"Transport, Peroxisomal",0.114364,0.1004556,0.1009134,0.1007761,
"Citric Acid Cycle",1000,999.8088,1000,999.8112,IDH3A,IDH3B,IDH3G
"Citric Acid Cycle",0,0,0,0,IDH1
"Citric Acid Cycle",0,0,0,0,IDH1
"Citric Acid Cycle",-1000,-1000,-1000,-1000,IDH2
"Tyrosine metabolism",0,0,0,0,TPO
"Tyrosine metabolism",0,0,0,0,TPO
"Tyrosine metabolism",0,0,0,0,TPO
"Tyrosine metabolism",0,0,0,0,TPO
"Heparan sulfate degradation",0,0,0,0,IDUA
"Heparan sulfate degradation",0,0,0,0,IDUA
"Heparan sulfate degradation",0,0,0,0,IDUA
"Chondroitin sulfate degradation",0,0,0,0,IDUA
"Transport, Lysosomal",0,0,0,0,SLC17A5
"Transport, Nuclear",0,0,-0.002572704,0,
"Valine, Leucine, and Isoleucine Metabolism",0,0,0,0,BCAT1
"Valine, Leucine, and Isoleucine Metabolism",0.04581817,0.04581435,0.04579527,0.045801,BCAT2
"Transport, Extracellular",100,-99.95,-99.95,-99.95,SLC6A14
"Transport, Mitochondrial",0.04581817,0.04581435,0.04579527,0.045801,
"Transport, Extracellular",-99.95,100,100,100,SLC43A2,SLC43A1
"Histidine Metabolism",0,0,0,0,ALDH1A1,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Histidine Metabolism",0,0,0,0,ALDH2,ALDH1B1,ALDH4A1
"IMP Biosynthesis",-0.02236323,-0.02238363,-0.02248566,-0.02245505,ATIC
"Nucleotides",0.01354869,0.01356105,0.01362286,0.01360432,IMPDH1,IMPDH2
"Inositol Phosphate Metabolism",0,0.001502557,0,0,MIOX
"Nucleotides",0,0,0,0,
"Transport, Extracellular",0.002494255,0.005,0.002513384,0.002508601,SLC2A13
"Transport, Extracellular",-100,-100,100,-100,SLC5A3
"Transport, Extracellular",100,100,-100,100,SLC5A11
"Transport, Extracellular",0,100,0,0,SLC29A1,SLC29A2
"Transport, Extracellular",-100,-100,-100,-100,SLC28A3,SLC28A2
"Transport, Extracellular",100,0,100,100,SLC28A3
"Transport, Lysosomal",0,0,0,0,SLC29A3
"Transport, Mitochondrial",0,0,0,0,SLC29A1
"Cholesterol Metabolism",0.03745467,0.03348519,0.03363782,0.03359203,IDI1,IDI2
"C5-Branched dibasic acid metabolism",1.383568,-1000,-1000,-1000,SUCLG2,SUCLG1
"C5-Branched dibasic acid metabolism",-1.383568,1000,1000,1000,SUCLG1,SUCLA2
"Transport, Nuclear",0,0,0.002572704,0,
"Histidine Metabolism",0.01764997,0.01762045,0.01747287,0.01751714,
"Transport, Extracellular",-100,-100,-100,100,SLC5A8
"Fatty acid elongation",0,0.2738565,0,0,FASN
"Transport, Extracellular",0,100,0,0,SLC12A7,SLC12A4,SLC12A6
"Transport, Extracellular",100,100,50.151,100,SLC12A7,SLC12A5,SLC12A4,SLC12A6
"Aminosugar Metabolism ",0,0,0,0,
"Fructose and Mannose Metabolism",0,0,0,0,KHK
"Glyoxylate and Dicarboxylate Metabolism",0,0,0,0,KHK
"Galactose metabolism",0,0,0,0,KHK
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Tryptophan metabolism",0,0,0,0,KYNU
"Tryptophan metabolism",0.04895511,0.04895415,0.04894938,0.04895081,KMO
"Tryptophan metabolism",0,0,0,0,AADAT,CCBL1
"Tryptophan metabolism",0,0,0,0,
"Transport, Golgi Apparatus",0,0,0,0,SLC9A8,SLC9A7
"Galactose metabolism",0,0,0,0,LCT
"Galactose metabolism",0,0,0,0,GALNS,GLB1,NEU1,CTSA
"Pyruvate Metabolism",-1000,-1.623024,-1000,-1000,GRHPR
"Pyruvate Metabolism",0,0,0,0,ADH5
"Pyruvate Metabolism",0,0,0,0,AKR1A1,AKR1B1,AKR7A2
"Pyruvate Metabolism",0,998.377,0,0,AKR7A2
"CoA Catabolism",0,0,0,0,ACP2
"Pyruvate Metabolism",0,0,0,0,ALDH1A1,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Pyruvate Metabolism",0,0,0,0,ALDH1A1,ALDH3A1,ALDH1A3,ALDH3B1,ALDH3B2,ALDH9A1,ALDH3A2,ALDH7A1,ALDH1A2
"Pyruvate Metabolism",0,0,0,0,ALDH2,ALDH1B1,ALDH6A1,ALDH18A1,ALDH5A1,ALDH4A1
"Pyruvate Metabolism",0,0,0,0,ALDH2,ALDH1B1,ALDH6A1,ALDH18A1,ALDH5A1,ALDH4A1
"Fatty Acid Metabolism",0,0,0,0,LCAT
"Transport, Extracellular",0,0,0,0,
"Transport, Lysosomal",0,0,0,0,
"Cysteine Metabolism",0,0,0,0.09653667,GOT1
"Cysteine Metabolism",0,0,0,0,GOT2
"Taurine and hypotaurine metabolism",0,0,0,0,GAD1,GAD2,CSAD
"Pyruvate Metabolism",0,0,0,0,LDHD
"Glycolysis/Gluconeogenesis",-1000,998.0274,-2.034092,-0.6401468,LDHAL6A,LDHA,LDHB,LDHC,UEVLD,LDHAL6B
"Pyruvate Metabolism",1000,-998.0274,0,0,LDHA
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Endoplasmic Reticular",0,0,0,0,
"Transport, Extracellular",0,0,0,0,SLCO1B1,SLCO1B3
"Transport, Endoplasmic Reticular",0,0,0,0,
"Valine, Leucine, and Isoleucine Metabolism",0.09579161,0,0,0,BCAT1
"Valine, Leucine, and Isoleucine Metabolism",-0.05830329,0.0374769,0.03741982,0.03743694,BCAT2
"Transport, Extracellular",100,-100,-100,-100,SLC6A14,SLC38A4,SLC3A2,SLC7A1,SLC7A2,SLC38A1,SLC7A3
"Transport, Mitochondrial",-0.05830329,0.0374769,0.03741982,0.03743694,
"Transport, Extracellular",-99.9,100,0.05,100,SLC43A2,SLC43A1
"Tryptophan metabolism",0,0,0,0,KYNU
"Transport, Peroxisomal",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",-100,-100,-100,-100,
"Pyruvate Metabolism",0,0,0,0,GLO1
"Transport, Extracellular",0,0,0,0,
"Heparan sulfate degradation",0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,
"Chondroitin sulfate degradation",0,0,0,0,
"Transport, Extracellular",0,0,0,0,SLC5A6
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0.001,0.001,0.001,0.001,CPT2
"Carnitine shuttle",0.001,0.001,0.001,0.001,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Carnitine shuttle",0,0,0,0,CPT1C,CPT1A,CPT1B
"Carnitine shuttle",0,0,0,0,CPT2
"Carnitine shuttle",0,0,0,0,SLC25A20
"Transport, Extracellular",0,0,0,0,
"Cholesterol Metabolism",0,0,0,0,CYP4F8
"Cholesterol Metabolism",0.01872733,0.0167426,0.01681891,0.01679601,CYP51A1
"Cholesterol Metabolism",0.01872733,0.0167426,0.01681891,0.01679601,LSS
"Glycerophospholipid Metabolism",0,0,0,0,CLC,LGALS13,PLA2G4A
"Lysine Metabolism",0,0,0,0,PIPOX
"Triacylglycerol Synthesis",0,0,0,0,LPL
"Triacylglycerol Synthesis",0.004350911,0.00435488,0.004374729,0.004368775,LPL
"Fatty Acid Metabolism",0,0,0,0,LIPC
"Triacylglycerol Synthesis",0,0,0,0,MGLL
"Fatty Acid Metabolism",0,0,0,0,LIPC
"Triacylglycerol Synthesis",0,0,0,0,PLA2G3
"Triacylglycerol Synthesis",0,0,0,0,LIPC,PNLIP,PNLIPRP1,PNLIPRP2,LIPF,LIPG
"Vitamin A Metabolism",0,0,0,0,LRAT
"Vitamin A Metabolism",0,0.0007107706,0.0007140102,0,
"Vitamin A Metabolism",0,0.0007107706,0.0007140102,0,
"Vitamin D",0,0,0,0,
"Cholesterol Metabolism",0,0.0167426,0.01681891,0.01679601,SC5DL
"Cholesterol Metabolism",0.01872733,0,0,0,SC5DL
"Eicosanoid Metabolism",0,0,0,0,LTA4H
"Eicosanoid Metabolism",0,0,0,0,
"Eicosanoid Metabolism",0,0,0,0,LTC4S,MGST2,MGST3
"Eicosanoid Metabolism",0,0,0,0,
"Tryptophan metabolism",0,0,0,0,DDC
"Lysine Metabolism",0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
"Lysine Metabolism",0,0,0,0,EHMT2,SETD8,MLL3,SUV39H1,SUV39H2,EHMT1,SETD7,SETDB2,DOT1L,SETDB1
